Motif	Factor	Evidence	Curated
M00198_2.00	tcf7	PBM	N
M00198_2.00	lef1	PBM	N
M00198_2.00	tcf7l1b	PBM	N
M00199_2.00	sox21a	PBM	N
M00199_2.00	sox1b	PBM	N
M00199_2.00	sox19a	PBM	N
M00199_2.00	sox4b	PBM	N
M00199_2.00	sox7	PBM	N
M00199_2.00	sox11a	PBM	N
M00199_2.00	sox6	PBM	N
M00199_2.00	sox12	PBM	N
M00199_2.00	sox21b	PBM	N
M00199_2.00	sox5	PBM	N
M00199_2.00	sox32	PBM	N
M00199_2.00	sox1a	PBM	N
M00199_2.00	sox9b	PBM	N
M00199_2.00	sox14	PBM	N
M00199_2.00	sox2	PBM	N
M00199_2.00	FQ377628.1	PBM	N
M00199_2.00	sox3	PBM	N
M00199_2.00	sox19b	PBM	N
M00199_2.00	sox13	PBM	N
M00199_2.00	sox11b	PBM	N
M00199_2.00	sox9a	PBM	N
M00199_2.00	sox10	PBM	N
M00199_2.00	sox8a	PBM	N
M00199_2.00	sox4a	PBM	N
M00199_2.00	sox17	PBM	N
M00199_2.00	sox8b	PBM	N
M00199_2.00	sox18	PBM	N
M00200_2.00	tcf7l1a	PBM	N
M00200_2.00	tcf7l2	PBM	N
M00200_2.00	lef1	PBM	N
M00200_2.00	tcf7l1b	PBM	N
M00200_2.00	tcf7	PBM	N
M00201_2.00	sox12	PBM	N
M00201_2.00	sox7	PBM	N
M00201_2.00	sox14	PBM	N
M00201_2.00	sox17	PBM	N
M00201_2.00	sox6	PBM	N
M00201_2.00	sox8a	PBM	N
M00201_2.00	FQ377628.1	PBM	N
M00201_2.00	sox11b	PBM	N
M00201_2.00	sox2	PBM	N
M00201_2.00	sox5	PBM	N
M00201_2.00	sox32	PBM	N
M00201_2.00	sox19a	PBM	N
M00201_2.00	sox9a	PBM	N
M00201_2.00	sox11a	PBM	N
M00201_2.00	sox21b	PBM	N
M00201_2.00	sox4a	PBM	N
M00201_2.00	sox1a	PBM	N
M00201_2.00	sox1b	PBM	N
M00201_2.00	sox10	PBM	N
